Product_ID,Barcode,Item_Category,Item_Name,Size,Unit_Price,Promotion,Channel,Selling_Date,Member_ID,Arrival_Date,Games_Attended,Seasonal_Pass,Customer_Age_Group,Customer_Region
10000005.0,20066429.0,Jersey,Home Jersey,M,152.0,False,Online,2024-02-20 06:32:00,10009984,2024-02-29 15:21:00,5,False,<18,Domestic
10000016.0,20036387.0,Youth Jersey,Youth Home Jersey,YM,90.0,False,Team Store,2024-02-20 10:11:00,10009985,,7,False,<18,Domestic
10000005.0,20012174.0,Jersey,Home Jersey,L,152.0,False,Team Store,2024-02-20 08:44:00,10009986,,3,False,41–60,Domestic
10000002.0,20059371.0,Hoodie,Team Hoodie,L,75.0,False,Online,2024-02-20 09:00:00,10009986,2024-02-28 15:02:00,3,False,41–60,Domestic
10000010.0,20030734.0,Poster,Team Poster,,20.0,False,Online,2024-02-20 09:00:00,10009987,2024-02-29 18:16:00,25,True,18–25,Domestic
10000005.0,20054412.0,Jersey,Home Jersey,S,152.0,True,Online,2024-02-20 11:21:00,10009987,2024-02-28 10:23:00,25,True,18–25,Domestic
10000008.0,20039398.0,Mug,Logo Mug,,25.0,True,Online,2024-02-20 06:55:00,10009988,2024-02-28 16:02:00,8,False,<18,Domestic
10000004.0,20059267.0,Jersey,Away Jersey,XL,152.0,False,Online,2024-02-20 09:42:00,10009988,2024-02-28 08:40:00,8,False,<18,Domestic
10000005.0,20020460.0,Jersey,Home Jersey,S,152.0,False,Online,2024-02-20 09:25:00,10009989,2024-02-29 16:50:00,3,False,18–25,Domestic
10000002.0,20007057.0,Hoodie,Team Hoodie,XL,75.0,False,Team Store,2024-02-20 10:03:00,10009990,,5,False,18–25,Domestic
10000004.0,20014855.0,Jersey,Away Jersey,XL,152.0,False,Online,2024-02-20 09:48:00,10009990,2024-02-29 09:07:00,5,False,18–25,Domestic
10000003.0,20032480.0,Hoodie,Training Hoodie,M,75.0,False,Online,2024-02-20 08:01:00,10009991,2024-02-28 12:37:00,8,False,18–25,Domestic
10000003.0,20039039.0,Hoodie,Training Hoodie,S,75.0,True,Online,2024-02-20 09:02:00,10009992,2024-02-29 18:37:00,5,False,18–25,Domestic
10000008.0,20065141.0,Mug,Logo Mug,,25.0,False,Online,2024-02-20 06:39:00,10009992,2024-02-26 15:25:00,5,False,18–25,Domestic
10000001.0,20009709.0,Cap,Retro Cap,,35.0,True,Online,2024-02-20 09:19:00,10009993,2024-02-27 15:38:00,5,False,18–25,International
10000003.0,20046515.0,Hoodie,Training Hoodie,L,75.0,False,Team Store,2024-02-20 11:22:00,10009993,,5,False,<18,Domestic
10000005.0,20001842.0,Jersey,Home Jersey,L,152.0,False,Online,2024-02-20 03:54:00,10009994,2024-02-29 15:16:00,8,False,18–25,Domestic
10000008.0,20042309.0,Mug,Logo Mug,,25.0,True,Online,2024-02-20 10:52:00,10009994,2024-02-27 18:20:00,8,False,18–25,Domestic
10000000.0,20004064.0,Cap,Classic Cap,,35.0,True,Online,2024-02-20 10:21:00,10009995,2024-02-28 13:55:00,8,False,<18,Domestic
10000017.0,20044449.0,Youth Jersey,Youth Retro Jersey,YM,90.0,False,Online,2024-02-20 10:01:00,10009995,2024-02-28 15:43:00,8,False,<18,Domestic
10000004.0,20039787.0,Jersey,Away Jersey,M,152.0,False,Online,2024-02-20 09:36:00,10009996,2024-02-29 12:55:00,1,False,<18,Domestic
10000004.0,20037828.0,Jersey,Away Jersey,S,152.0,False,Online,2024-02-20 06:55:00,10009997,2024-02-29 16:54:00,3,False,41–60,Domestic
10000011.0,20039887.0,Scarf,Away Scarf,,40.0,False,Online,2024-02-20 06:57:00,10009997,2024-02-26 09:08:00,3,False,41–60,Domestic
10000002.0,20067780.0,Hoodie,Team Hoodie,L,75.0,False,Online,2024-02-20 11:23:00,10009998,2024-02-28 12:51:00,8,False,26–40,Domestic
10000013.0,20058668.0,Youth Hoodie,Youth Team Hoodie,YL,50.0,False,Team Store,2024-02-20 10:03:00,10009999,,8,False,<18,Domestic
10000006.0,20040180.0,Jersey,Retro Jersey,L,152.0,False,Online,2024-02-20 06:52:00,10010000,2024-02-27 13:41:00,18,True,18–25,Domestic
10000006.0,20040180.0,Jersey,Retro Jersey,L,152.0,False,Online,2024-02-20 06:52:00,10010000,2024-02-27 13:41:00,18,True,18–25,Domestic
10000016.0,20047528.0,Youth Jersey,Youth Home Jersey,YS,90.0,True,Online,2024-02-20 11:07:00,10010000,2024-02-29 16:31:00,18,True,18–25,Domestic
10000016.0,20047528.0,Youth Jersey,Youth Home Jersey,YS,90.0,True,Online,2024-02-20 11:07:00,10010000,2024-02-29 16:31:00,18,True,18–25,Domestic
10000009.0,20012022.0,Poster,Player Poster,,20.0,False,Online,2024-02-20 08:02:00,10010001,2024-02-28 14:58:00,8,False,18–25,Domestic
10000006.0,20017495.0,Jersey,Retro Jersey,L,152.0,False,Online,2024-02-20 07:12:00,10010001,2024-02-28 09:12:00,8,False,18–25,Domestic
10000006.0,20050969.0,Jersey,Retro Jersey,M,152.0,True,Online,2024-02-20 07:52:00,10010002,2024-02-28 09:05:00,30,True,18–25,Domestic
10000006.0,20050969.0,Jersey,Retro Jersey,M,152.0,True,Online,2024-02-20 07:52:00,10010002,2024-02-28 09:05:00,30,True,18–25,Domestic
10000017.0,20056470.0,Youth Jersey,Youth Retro Jersey,YM,90.0,True,Online,2024-02-20 05:26:00,10010002,2024-02-27 12:33:00,30,True,18–25,Domestic
10000017.0,20056470.0,Youth Jersey,Youth Retro Jersey,YM,90.0,True,Online,2024-02-20 05:26:00,10010002,2024-02-27 12:33:00,30,True,18–25,Domestic
10000004.0,20031833.0,Jersey,Away Jersey,M,152.0,True,Online,2024-02-20 10:49:00,10010003,2024-02-29 11:08:00,4,False,60+,Domestic
10000004.0,20031833.0,Jersey,Away Jersey,M,152.0,True,Online,2024-02-20 10:49:00,10010003,2024-02-29 11:08:00,4,False,60+,Domestic
10000016.0,20053412.0,Youth Jersey,Youth Home Jersey,YL,90.0,False,Online,2024-02-20 07:57:00,10010003,2024-02-27 11:12:00,4,False,60+,Domestic
10000016.0,20053412.0,Youth Jersey,Youth Home Jersey,YL,90.0,False,Online,2024-02-20 07:57:00,10010003,2024-02-27 11:12:00,4,False,60+,Domestic
10000004.0,20013608.0,Jersey,Away Jersey,L,152.0,False,Online,2024-02-20 07:29:00,10010004,2024-02-29 10:21:00,2,False,26–40,Domestic
10000007.0,20017254.0,Mug,Club Mug,,25.0,False,Online,2024-02-20 08:14:00,10010004,2024-02-27 18:55:00,2,False,26–40,Domestic
10000002.0,20001715.0,Hoodie,Team Hoodie,L,75.0,False,Online,2024-02-20 08:37:00,10010005,2024-02-28 17:55:00,3,False,18–25,Domestic
10000002.0,20001715.0,Hoodie,Team Hoodie,L,75.0,False,Online,2024-02-20 08:37:00,10010005,2024-02-28 17:55:00,3,False,18–25,Domestic
10000016.0,20044014.0,Youth Jersey,Youth Home Jersey,YM,90.0,False,Online,2024-02-20 05:39:00,10010005,2024-02-28 12:54:00,3,False,18–25,Domestic
10000016.0,20044014.0,Youth Jersey,Youth Home Jersey,YM,90.0,False,Online,2024-02-20 05:39:00,10010005,2024-02-28 12:54:00,3,False,18–25,Domestic
10000002.0,20044055.0,Hoodie,Team Hoodie,L,75.0,False,Online,2024-02-20 03:52:00,10010006,2024-02-27 14:31:00,6,False,18–25,Domestic
10000003.0,20051763.0,Hoodie,Training Hoodie,XL,75.0,False,Online,2024-02-20 07:16:00,10010007,2024-02-29 13:32:00,2,False,60+,Domestic
10000013.0,20021863.0,Youth Hoodie,Youth Team Hoodie,YM,50.0,False,Online,2024-02-20 05:00:00,10010008,2024-02-29 15:33:00,8,False,18–25,Domestic
10000013.0,20021863.0,Youth Hoodie,Youth Team Hoodie,YM,50.0,False,Online,2024-02-20 05:00:00,10010008,2024-02-29 15:33:00,8,False,18–25,Domestic
10000003.0,20052112.0,Hoodie,Training Hoodie,S,75.0,True,Online,2024-02-20 10:07:00,10010008,2024-02-27 17:29:00,8,False,18–25,Domestic
10000003.0,20052112.0,Hoodie,Training Hoodie,S,75.0,True,Online,2024-02-20 10:07:00,10010008,2024-02-27 17:29:00,8,False,18–25,Domestic
10000012.0,20029431.0,Scarf,Home Scarf,,40.0,False,Online,2024-02-20 07:34:00,10010009,2024-02-29 09:21:00,5,False,26–40,Domestic
10000005.0,20064722.0,Jersey,Home Jersey,S,152.0,False,Team Store,2024-02-20 10:44:00,10010009,,5,False,26–40,International
10000005.0,20026612.0,Jersey,Home Jersey,XL,152.0,False,Online,2024-02-20 09:45:00,10010010,2024-02-27 13:58:00,1,False,26–40,Domestic
10000015.0,20057756.0,Youth Jersey,Youth Away Jersey,YM,90.0,True,Online,2024-02-20 06:33:00,10010011,2024-02-26 09:12:00,6,False,18–25,Domestic
10000004.0,20042934.0,Jersey,Away Jersey,XXL,152.0,False,Online,2024-02-20 06:46:00,10010012,2024-02-29 13:35:00,17,True,41–60,Domestic
10000014.0,20020856.0,Youth Hoodie,Youth Training Hoodie,YS,50.0,True,Online,2024-02-20 08:47:00,10010013,2024-02-27 09:53:00,6,False,<18,Domestic
10000006.0,20005745.0,Jersey,Retro Jersey,M,152.0,False,Online,2024-02-20 10:52:00,10010014,2024-02-28 16:44:00,3,False,18–25,Domestic
10000006.0,20005745.0,Jersey,Retro Jersey,M,152.0,False,Online,2024-02-20 10:52:00,10010014,2024-02-28 16:44:00,3,False,18–25,Domestic
10000003.0,20049523.0,Hoodie,Training Hoodie,L,75.0,True,Online,2024-02-20 09:08:00,10010014,2024-02-29 09:15:00,3,False,18–25,Domestic
10000003.0,20049523.0,Hoodie,Training Hoodie,L,75.0,True,Online,2024-02-20 09:08:00,10010014,2024-02-29 09:15:00,3,False,18–25,Domestic
10000010.0,20017091.0,Poster,Team Poster,,20.0,False,Online,2024-02-20 09:04:00,10010015,2024-02-28 14:25:00,2,False,26–40,Domestic
10000006.0,20026855.0,Jersey,Retro Jersey,L,152.0,True,Online,2024-02-20 11:25:00,10010015,2024-02-27 12:27:00,2,False,26–40,Domestic
10000003.0,20057823.0,Hoodie,Training Hoodie,S,75.0,True,Online,2024-02-20 09:35:00,10010016,2024-02-27 14:38:00,2,False,<18,Domestic
10000003.0,20057823.0,Hoodie,Training Hoodie,S,75.0,True,Online,2024-02-20 09:35:00,10010016,2024-02-27 14:38:00,2,False,<18,Domestic
10000005.0,20060136.0,Jersey,Home Jersey,S,152.0,True,Online,2024-02-20 03:26:00,10010016,2024-02-29 12:59:00,2,False,<18,Domestic
10000005.0,20060136.0,Jersey,Home Jersey,S,152.0,True,Online,2024-02-20 03:26:00,10010016,2024-02-29 12:59:00,2,False,<18,Domestic
10000003.0,20034059.0,Hoodie,Training Hoodie,XL,75.0,True,Online,2024-02-20 08:36:00,10010017,2024-02-26 18:28:00,2,False,26–40,Domestic
10000003.0,20034059.0,Hoodie,Training Hoodie,XL,75.0,True,Online,2024-02-20 08:36:00,10010017,2024-02-26 18:28:00,2,False,26–40,Domestic
10000003.0,20044090.0,Hoodie,Training Hoodie,L,75.0,True,Online,2024-02-20 08:37:00,10010017,2024-02-29 13:44:00,2,False,26–40,Domestic
10000003.0,20044090.0,Hoodie,Training Hoodie,L,75.0,True,Online,2024-02-20 08:37:00,10010017,2024-02-29 13:44:00,2,False,26–40,Domestic
10000005.0,20026239.0,Jersey,Home Jersey,XXL,152.0,False,Online,2024-02-20 09:46:00,10010018,2024-02-29 09:32:00,8,False,41–60,Domestic
10000004.0,20043887.0,Jersey,Away Jersey,S,152.0,False,Team Store,2024-02-20 10:08:00,10010019,,4,False,26–40,Domestic
10000004.0,20055851.0,Jersey,Away Jersey,XXL,152.0,True,Online,2024-02-20 08:18:00,10010019,2024-02-27 17:19:00,4,False,26–40,Domestic
10000005.0,20021240.0,Jersey,Home Jersey,XL,152.0,False,Team Store,2024-02-20 09:31:00,10010020,,26,True,26–40,Domestic
10000005.0,20023064.0,Jersey,Home Jersey,L,152.0,True,Online,2024-02-20 09:23:00,10010020,2024-02-27 14:15:00,26,True,26–40,Domestic
10000004.0,20016475.0,Jersey,Away Jersey,S,152.0,True,Online,2024-02-20 04:01:00,10010021,2024-02-27 16:16:00,1,False,26–40,Domestic
10000004.0,20016475.0,Jersey,Away Jersey,S,152.0,True,Online,2024-02-20 04:01:00,10010021,2024-02-27 16:16:00,1,False,26–40,Domestic
10000002.0,20024297.0,Hoodie,Team Hoodie,M,75.0,False,Online,2024-02-20 04:24:00,10010021,2024-02-28 15:42:00,1,False,26–40,Domestic
10000002.0,20024297.0,Hoodie,Team Hoodie,M,75.0,False,Online,2024-02-20 04:24:00,10010021,2024-02-28 15:42:00,1,False,26–40,Domestic
10000006.0,20027264.0,Jersey,Retro Jersey,L,152.0,True,Online,2024-02-20 08:55:00,10010022,2024-02-27 11:16:00,6,False,18–25,Domestic
10000004.0,20038862.0,Jersey,Away Jersey,XL,152.0,False,Online,2024-02-20 11:10:00,10010023,2024-02-27 09:39:00,2,False,18–25,Domestic
10000004.0,20012966.0,Jersey,Away Jersey,L,152.0,False,Online,2024-02-20 03:56:00,10010024,2024-02-29 18:45:00,1,False,18–25,Domestic
10000013.0,20023275.0,Youth Hoodie,Youth Team Hoodie,YM,50.0,False,Online,2024-02-20 04:54:00,10010025,2024-02-29 09:18:00,4,False,41–60,Domestic
10000013.0,20023275.0,Youth Hoodie,Youth Team Hoodie,YM,50.0,False,Online,2024-02-20 04:54:00,10010025,2024-02-29 09:18:00,4,False,41–60,Domestic
10000006.0,20041183.0,Jersey,Retro Jersey,M,152.0,False,Online,2024-02-20 06:49:00,10010025,2024-02-26 10:58:00,4,False,41–60,Domestic
10000006.0,20041183.0,Jersey,Retro Jersey,M,152.0,False,Online,2024-02-20 06:49:00,10010025,2024-02-26 10:58:00,4,False,41–60,Domestic
10000005.0,20036954.0,Jersey,Home Jersey,XXL,152.0,True,Online,2024-02-20 03:57:00,10010026,2024-03-01 10:12:00,5,False,18–25,Domestic
10000007.0,20028987.0,Mug,Club Mug,,25.0,True,Online,2024-02-20 10:04:00,10010027,2024-02-29 15:38:00,7,False,26–40,Domestic
10000014.0,20003583.0,Youth Hoodie,Youth Training Hoodie,YL,50.0,True,Online,2024-02-20 07:15:00,10010028,2024-02-29 18:06:00,4,False,60+,Domestic
10000014.0,20003583.0,Youth Hoodie,Youth Training Hoodie,YL,50.0,True,Online,2024-02-20 07:15:00,10010028,2024-02-29 18:06:00,4,False,60+,Domestic
10000005.0,20030617.0,Jersey,Home Jersey,M,152.0,False,Online,2024-02-20 05:16:00,10010028,2024-03-01 15:53:00,4,False,60+,Domestic
10000005.0,20030617.0,Jersey,Home Jersey,M,152.0,False,Online,2024-02-20 05:16:00,10010028,2024-03-01 15:53:00,4,False,60+,Domestic
10000017.0,20005230.0,Youth Jersey,Youth Retro Jersey,YS,90.0,False,Online,2024-02-20 08:55:00,10010029,2024-02-28 17:16:00,2,False,26–40,Domestic
10000017.0,20005230.0,Youth Jersey,Youth Retro Jersey,YS,90.0,False,Online,2024-02-20 08:55:00,10010029,2024-02-28 17:16:00,2,False,26–40,Domestic
10000002.0,20060381.0,Hoodie,Team Hoodie,L,75.0,True,Online,2024-02-20 08:36:00,10010029,2024-02-29 16:19:00,2,False,26–40,Domestic
10000002.0,20060381.0,Hoodie,Team Hoodie,L,75.0,True,Online,2024-02-20 08:36:00,10010029,2024-02-29 16:19:00,2,False,26–40,Domestic
10000001.0,20060560.0,Cap,Retro Cap,,35.0,False,Online,2024-02-20 10:35:00,10010030,2024-02-29 12:15:00,1,False,18–25,Domestic
10000005.0,20056540.0,Jersey,Home Jersey,L,152.0,True,Online,2024-02-20 08:11:00,10010031,2024-02-27 16:04:00,21,True,18–25,Domestic
10000005.0,20024037.0,Jersey,Home Jersey,L,152.0,False,Online,2024-02-20 04:01:00,10010032,2024-02-29 08:23:00,3,False,<18,Domestic
10000005.0,20024037.0,Jersey,Home Jersey,L,152.0,False,Online,2024-02-20 04:01:00,10010032,2024-02-29 08:23:00,3,False,<18,Domestic
10000003.0,20067250.0,Hoodie,Training Hoodie,XL,75.0,True,Online,2024-02-20 07:48:00,10010032,2024-02-29 18:51:00,3,False,<18,Domestic
10000003.0,20067250.0,Hoodie,Training Hoodie,XL,75.0,True,Online,2024-02-20 07:48:00,10010032,2024-02-29 18:51:00,3,False,<18,Domestic
10000006.0,20064314.0,Jersey,Retro Jersey,L,152.0,False,Online,2024-02-20 10:49:00,10010033,2024-02-28 09:47:00,4,False,41–60,Domestic
10000014.0,20039433.0,Youth Hoodie,Youth Training Hoodie,YM,50.0,True,Online,2024-02-20 11:21:00,10010034,2024-02-29 18:22:00,4,False,41–60,Domestic
10000001.0,20062247.0,Cap,Retro Cap,,35.0,False,Online,2024-02-20 09:07:00,10010034,2024-02-29 15:49:00,4,False,41–60,Domestic
10000016.0,20042818.0,Youth Jersey,Youth Home Jersey,YL,90.0,False,Online,2024-02-20 06:23:00,10010035,2024-02-29 17:42:00,3,False,18–25,Domestic
10000016.0,20042818.0,Youth Jersey,Youth Home Jersey,YL,90.0,False,Online,2024-02-20 06:23:00,10010035,2024-02-29 17:42:00,3,False,18–25,Domestic
10000005.0,20057512.0,Jersey,Home Jersey,S,152.0,False,Online,2024-02-20 06:22:00,10010035,2024-02-29 15:39:00,3,False,18–25,Domestic
10000005.0,20057512.0,Jersey,Home Jersey,S,152.0,False,Online,2024-02-20 06:22:00,10010035,2024-02-29 15:39:00,3,False,18–25,Domestic
10000002.0,20034801.0,Hoodie,Team Hoodie,M,75.0,False,Online,2024-02-20 11:32:00,10010036,2024-02-28 08:04:00,17,True,18–25,Domestic
10000016.0,20020727.0,Youth Jersey,Youth Home Jersey,YS,90.0,True,Online,2024-02-20 08:36:00,10010037,2024-02-29 08:04:00,6,False,26–40,Domestic
10000004.0,20040524.0,Jersey,Away Jersey,M,152.0,True,Online,2024-02-20 06:54:00,10010038,2024-02-29 12:38:00,8,False,60+,Domestic
10000010.0,20065691.0,Poster,Team Poster,,20.0,True,Online,2024-02-20 05:27:00,10010038,2024-02-29 16:24:00,8,False,60+,Domestic
10000003.0,20056500.0,Hoodie,Training Hoodie,L,75.0,False,Online,2024-02-20 04:11:00,10010039,2024-02-28 14:43:00,3,False,18–25,Domestic
10000005.0,20006574.0,Jersey,Home Jersey,XL,152.0,False,Online,2024-02-20 06:35:00,10010040,2024-02-28 09:51:00,1,False,18–25,Domestic
10000005.0,20006574.0,Jersey,Home Jersey,XL,152.0,False,Online,2024-02-20 06:35:00,10010040,2024-02-28 09:51:00,1,False,18–25,Domestic
10000003.0,20022696.0,Hoodie,Training Hoodie,M,75.0,False,Online,2024-02-20 03:27:00,10010040,2024-02-29 18:37:00,1,False,18–25,Domestic
10000003.0,20022696.0,Hoodie,Training Hoodie,M,75.0,False,Online,2024-02-20 03:27:00,10010040,2024-02-29 18:37:00,1,False,18–25,Domestic
10000004.0,20016321.0,Jersey,Away Jersey,XXL,152.0,True,Online,2024-02-20 15:49:00,10010041,2024-03-01 12:54:00,2,False,26–40,International
10000004.0,20016321.0,Jersey,Away Jersey,XXL,152.0,True,Online,2024-02-20 15:49:00,10010041,2024-03-01 12:54:00,2,False,26–40,International
10000004.0,20030135.0,Jersey,Away Jersey,M,152.0,False,Online,2024-02-20 04:33:00,10010041,2024-02-28 17:12:00,2,False,26–40,International
10000004.0,20030135.0,Jersey,Away Jersey,M,152.0,False,Online,2024-02-20 04:33:00,10010041,2024-02-28 17:12:00,2,False,26–40,International
10000015.0,20054306.0,Youth Jersey,Youth Away Jersey,YS,90.0,False,Team Store,2024-02-20 12:07:00,10010042,,5,False,<18,Domestic
10000005.0,20049091.0,Jersey,Home Jersey,L,152.0,True,Online,2024-02-20 12:50:00,10010043,2024-02-29 17:55:00,4,False,26–40,Domestic
10000002.0,20051700.0,Hoodie,Team Hoodie,L,75.0,False,Team Store,2024-02-20 17:50:00,10010043,,4,False,26–40,Domestic
10000002.0,20005260.0,Hoodie,Team Hoodie,S,75.0,False,Online,2024-02-20 17:03:00,10010044,2024-02-26 17:15:00,6,False,18–25,Domestic
10000006.0,20007963.0,Jersey,Retro Jersey,S,152.0,False,Team Store,2024-02-20 16:08:00,10010044,,6,False,18–25,Domestic
10000004.0,20019870.0,Jersey,Away Jersey,L,152.0,False,Team Store,2024-02-20 14:07:00,10010045,,2,False,18–25,Domestic
10000006.0,20049357.0,Jersey,Retro Jersey,L,152.0,False,Team Store,2024-02-20 17:39:00,10010045,,2,False,18–25,International
10000006.0,20059470.0,Jersey,Retro Jersey,L,152.0,False,Online,2024-02-20 16:57:00,10010046,2024-02-29 13:03:00,1,False,41–60,International
10000004.0,20033346.0,Jersey,Away Jersey,XXL,152.0,False,Team Store,2024-02-20 17:30:00,10010047,,1,False,18–25,Domestic
10000006.0,20050154.0,Jersey,Retro Jersey,M,152.0,False,Team Store,2024-02-20 15:34:00,10010047,,1,False,41–60,Domestic
10000006.0,20048659.0,Jersey,Retro Jersey,XL,152.0,False,Team Store,2024-02-20 13:29:00,10010048,,8,False,18–25,International
10000004.0,20038841.0,Jersey,Away Jersey,L,152.0,False,Online,2024-02-20 13:24:00,10010049,2024-02-29 12:30:00,6,False,26–40,Domestic
10000004.0,20038841.0,Jersey,Away Jersey,L,152.0,False,Online,2024-02-20 13:24:00,10010049,2024-02-29 12:30:00,6,False,26–40,Domestic
10000006.0,20066002.0,Jersey,Retro Jersey,M,152.0,True,Online,2024-02-20 12:44:00,10010049,2024-02-28 14:35:00,6,False,26–40,Domestic
10000006.0,20066002.0,Jersey,Retro Jersey,M,152.0,True,Online,2024-02-20 12:44:00,10010049,2024-02-28 14:35:00,6,False,26–40,Domestic
10000000.0,20017165.0,Cap,Classic Cap,,35.0,False,Team Store,2024-02-20 14:10:00,10010050,,7,False,18–25,Domestic
10000004.0,20031837.0,Jersey,Away Jersey,S,152.0,False,Online,2024-02-20 17:35:00,10010050,2024-02-27 18:46:00,7,False,18–25,Domestic
10000004.0,20035814.0,Jersey,Away Jersey,L,152.0,False,Online,2024-02-20 12:41:00,10010051,2024-02-29 11:19:00,5,False,<18,Domestic
10000004.0,20040076.0,Jersey,Away Jersey,M,152.0,False,Online,2024-02-20 16:04:00,10010052,2024-02-26 11:32:00,4,False,18–25,Domestic
10000006.0,20025424.0,Jersey,Retro Jersey,XL,152.0,True,Online,2024-02-20 17:16:00,10010053,2024-02-29 10:33:00,6,False,18–25,Domestic
10000006.0,20025424.0,Jersey,Retro Jersey,XL,152.0,True,Online,2024-02-20 17:16:00,10010053,2024-02-29 10:33:00,6,False,18–25,Domestic
10000006.0,20053967.0,Jersey,Retro Jersey,M,152.0,False,Online,2024-02-20 12:21:00,10010053,2024-02-29 11:06:00,6,False,18–25,Domestic
10000006.0,20053967.0,Jersey,Retro Jersey,M,152.0,False,Online,2024-02-20 12:21:00,10010053,2024-02-29 11:06:00,6,False,18–25,Domestic
10000004.0,20016152.0,Jersey,Away Jersey,L,152.0,False,Team Store,2024-02-20 14:14:00,10010054,,2,False,26–40,Domestic
10000006.0,20024728.0,Jersey,Retro Jersey,S,152.0,True,Online,2024-02-20 14:41:00,10010055,2024-02-29 12:13:00,2,False,18–25,Domestic
10000006.0,20024728.0,Jersey,Retro Jersey,S,152.0,True,Online,2024-02-20 14:41:00,10010055,2024-02-29 12:13:00,2,False,18–25,Domestic
10000016.0,20063866.0,Youth Jersey,Youth Home Jersey,YM,90.0,False,Online,2024-02-20 14:37:00,10010055,2024-02-26 16:23:00,2,False,18–25,Domestic
10000016.0,20063866.0,Youth Jersey,Youth Home Jersey,YM,90.0,False,Online,2024-02-20 14:37:00,10010055,2024-02-26 16:23:00,2,False,18–25,Domestic
10000006.0,20016191.0,Jersey,Retro Jersey,M,152.0,False,Online,2024-02-20 11:47:00,10010056,2024-02-28 14:36:00,7,False,18–25,International
10000001.0,20035239.0,Cap,Retro Cap,,35.0,False,Team Store,2024-02-20 14:12:00,10010056,,7,False,18–25,International
10000005.0,20021927.0,Jersey,Home Jersey,L,152.0,False,Team Store,2024-02-20 15:12:00,10010057,,6,False,18–25,Domestic
10000003.0,20034439.0,Hoodie,Training Hoodie,M,75.0,False,Online,2024-02-20 13:17:00,10010057,2024-02-27 14:56:00,6,False,18–25,Domestic
10000013.0,20004796.0,Youth Hoodie,Youth Team Hoodie,YS,50.0,False,Online,2024-02-20 13:49:00,10010058,2024-03-01 10:44:00,4,False,18–25,Domestic
10000013.0,20004796.0,Youth Hoodie,Youth Team Hoodie,YS,50.0,False,Online,2024-02-20 13:49:00,10010058,2024-03-01 10:44:00,4,False,18–25,Domestic
10000013.0,20039898.0,Youth Hoodie,Youth Team Hoodie,YS,50.0,True,Online,2024-02-20 15:58:00,10010058,2024-02-28 12:01:00,4,False,18–25,Domestic
10000013.0,20039898.0,Youth Hoodie,Youth Team Hoodie,YS,50.0,True,Online,2024-02-20 15:58:00,10010058,2024-02-28 12:01:00,4,False,18–25,Domestic
10000014.0,20031944.0,Youth Hoodie,Youth Training Hoodie,YS,50.0,True,Online,2024-02-20 16:51:00,10010059,2024-02-28 12:14:00,8,False,41–60,Domestic
10000015.0,20016414.0,Youth Jersey,Youth Away Jersey,YM,90.0,False,Online,2024-02-20 12:56:00,10010060,2024-02-29 17:15:00,3,False,18–25,Domestic
10000006.0,20011370.0,Jersey,Retro Jersey,S,152.0,True,Online,2024-02-20 15:44:00,10010061,2024-02-26 08:24:00,28,True,41–60,Domestic
10000002.0,20013099.0,Hoodie,Team Hoodie,M,75.0,True,Online,2024-02-20 13:37:00,10010062,2024-02-28 18:02:00,5,False,26–40,Domestic
10000006.0,20044295.0,Jersey,Retro Jersey,S,152.0,False,Team Store,2024-02-20 13:05:00,10010062,,5,False,26–40,Domestic
10000011.0,20019160.0,Scarf,Away Scarf,,40.0,False,Team Store,2024-02-20 13:42:00,10010063,,2,False,41–60,Domestic
10000000.0,20009692.0,Cap,Classic Cap,,35.0,False,Team Store,2024-02-20 18:07:00,10010064,,20,True,41–60,Domestic
10000003.0,20045901.0,Hoodie,Training Hoodie,XXL,75.0,False,Team Store,2024-02-20 17:11:00,10010065,,5,False,18–25,International
10000002.0,20046497.0,Hoodie,Team Hoodie,S,75.0,True,Online,2024-02-20 16:37:00,10010065,2024-02-29 10:44:00,5,False,18–25,International
10000004.0,20037841.0,Jersey,Away Jersey,XXL,152.0,False,Team Store,2024-02-20 13:45:00,10010066,,23,True,26–40,Domestic
10000000.0,20060366.0,Cap,Classic Cap,,35.0,False,Online,2024-02-20 17:18:00,10010066,2024-02-26 12:42:00,23,True,60+,Domestic
10000004.0,20049562.0,Jersey,Away Jersey,M,152.0,False,Team Store,2024-02-20 14:13:00,10010067,,4,False,26–40,Domestic
10000010.0,20031717.0,Poster,Team Poster,,20.0,False,Team Store,2024-02-20 13:29:00,10010068,,7,False,41–60,Domestic
10000013.0,20056299.0,Youth Hoodie,Youth Team Hoodie,YM,50.0,False,Team Store,2024-02-20 17:51:00,10010068,,7,False,18–25,Domestic
10000002.0,20053443.0,Hoodie,Team Hoodie,L,75.0,False,Team Store,2024-02-20 14:21:00,10010069,,8,False,18–25,Domestic
10000014.0,20007597.0,Youth Hoodie,Youth Training Hoodie,YS,50.0,False,Team Store,2024-02-20 16:06:00,10010070,,7,False,18–25,International
10000006.0,20016352.0,Jersey,Retro Jersey,L,152.0,True,Online,2024-02-20 18:05:00,10010071,2024-02-29 17:39:00,5,False,41–60,Domestic
10000006.0,20016352.0,Jersey,Retro Jersey,L,152.0,True,Online,2024-02-20 18:05:00,10010071,2024-02-29 17:39:00,5,False,41–60,Domestic
10000005.0,20034891.0,Jersey,Home Jersey,M,152.0,False,Online,2024-02-20 17:29:00,10010071,2024-02-29 12:01:00,5,False,41–60,Domestic
